scientific_name,scientific_name_authorship,family,scientific_name_OTU,id_vetting_by,herbarium_code,voucher_herbarium_collector_id,voucher_herbarium_catalog_number ,voucher_collection_number ,voucher_herbarium_recorded_by ,voucher_herbarium_event_date ,silica_gel_pressed_sheet,decimal_latitude ,decimal_longitude,country ,state_or_territory,location_ID  ,location_notes,DArT_plate ,DArT_row,DArT_column,pop ,id,pop (broader groups for population stats),long format pop ,Main_PCA_group,Secondary_PCA_groups,Tertiary_PCA_group,Quarternary_PCA_group,Quinary_PCA_group,sens lat complex
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,J.J.Bruhl,109793,3646,J.J.Bruhl,2-Nov-19,silica gel,-32.733,150.128,Australia,NSW,Cox's creek,NCT,6,B,5,M.urceolatus_CoxsCrk,JJB3646f,urcCox,M.urceolatus_CoxsCrk,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,S. Dema,109545,401,S. Dema,11-Oct-19,silica gel,-33.7954444,148.4472778,Australia,NSW,Conimbla NP,NCWS,1,C,12,M.urceolatus_Conimbla,SD401,urcConim,M.urceolatus_Conimbla,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,C,4,M.urceolatus_Colymea ,HTK61,urcColy,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,D,4,M.urceolatus_Colymea ,HTK61a,urcColy,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,E,4,M.urceolatus_Colymea ,HTK61b,urcColy,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,F,4,M.urceolatus_Colymea ,HTK61c,urcColy,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,G,4,M.urceolatus_Colymea ,HTK61e,urcColy,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,H,4,M.urceolatus_Colymea ,HTK61f,urcColy,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109705,61,H.T. Kennedy,28-Oct-19,silica gel,-34.9491389,150.4784444,Australia,NSW,Colymea SCA,NSC,4,A,5,M.urceolatus_Colymea ,HTK61g,urcColy,M.urceolatus_Colymea ,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,110910,108,H.T. Kennedy,16-Oct-20,silica gel,-29.8104444,152.8262778,Australia,NSW,Shannon Dale Rd,NNC,5,E,7,M.urceolatus_ShannonDale,HTK108a,urcShann,M.urceolatus_ShannonDale,A,AA,NA,AABB,AABBA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,110910,108,H.T. Kennedy,16-Oct-20,silica gel,-29.8104444,152.8262778,Australia,NSW,Shannon Dale Rd,NNC,5,F,7,M.urceolatus_ShannonDale,HTK108b,urcShann,M.urceolatus_ShannonDale,A,AA,NA,AABB,AABBA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,110910,108,H.T. Kennedy,16-Oct-20,silica gel,-29.8104444,152.8262778,Australia,NSW,Shannon Dale Rd,NNC,2,B,7,M.urceolatus_ShannonDale,HTK108c,urcShann,M.urceolatus_ShannonDale,A,AA,NA,AABB,AABBA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,110910,108,H.T. Kennedy,16-Oct-20,silica gel,-29.8104444,152.8262778,Australia,NSW,Shannon Dale Rd,NNC,2,C,7,M.urceolatus_ShannonDale,HTK108d,urcShann,M.urceolatus_ShannonDale,A,AA,NA,AABB,AABBA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,110910,108,H.T. Kennedy,16-Oct-20,silica gel,-29.8104444,152.8262778,Australia,NSW,Shannon Dale Rd,NNC,2,D,7,M.urceolatus_ShannonDale,HTK108e,urcShann,M.urceolatus_ShannonDale,A,AA,NA,AABB,AABBA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,110910,108,H.T. Kennedy,16-Oct-20,silica gel,-29.8104444,152.8262778,Australia,NSW,Shannon Dale Rd,NNC,2,E,7,M.urceolatus_ShannonDale,HTK108g,urcShann,M.urceolatus_ShannonDale,A,AA,NA,AABB,AABBA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109325,14,H.T. Kennedy,15-Jul-19,silica gel,-30.1465,149.8991944,Australia,NSW,Bobbiwaa SCA,NNWS,3,D,2,M.urceolatus_Bobbiwaa,HTK14C,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109325,14,H.T. Kennedy,15-Jul-19,silica gel,-30.1465,149.8991944,Australia,NSW,Bobbiwaa SCA,NNWS,3,E,2,M.urceolatus_Bobbiwaa,HTk14E,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109325,14,H.T. Kennedy,15-Jul-19,silica gel,-30.1465,149.8991944,Australia,NSW,Bobbiwaa SCA,NNWS,3,F,2,M.urceolatus_Bobbiwaa,HTK14i,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109325,14,H.T. Kennedy,15-Jul-19,silica gel,-30.1465,149.8991944,Australia,NSW,Bobbiwaa SCA,NNWS,3,G,2,M.urceolatus_Bobbiwaa,HTK14l,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109329,15,H.T. Kennedy,15-Jul-19,silica gel,-30.2392222,149.8776111,Australia,NSW,Killarney SCA,NNWS,3,H,2,M.urceolatus_Killarney,HTK15b,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109329,15,H.T. Kennedy,15-Jul-19,silica gel,-30.2392222,149.8776111,Australia,NSW,Killarney SCA,NNWS,3,A,3,M.urceolatus_Killarney,HTK15c,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109329,15,H.T. Kennedy,15-Jul-19,silica gel,-30.2392222,149.8776111,Australia,NSW,Killarney SCA,NNWS,3,B,3,M.urceolatus_Killarney,HTK15d,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109329,15,H.T. Kennedy,15-Jul-19,silica gel,-30.2392222,149.8776111,Australia,NSW,Killarney SCA,NNWS,3,C,3,M.urceolatus_Killarney,HTK15f,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109329,15,H.T. Kennedy,15-Jul-19,silica gel,-30.2392222,149.8776111,Australia,NSW,Killarney SCA,NNWS,3,D,3,M.urceolatus_Killarney,HTK15I,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,H.T. Kennedy,109329,15,H.T. Kennedy,15-Jul-19,silica gel,-30.2392222,149.8776111,Australia,NSW,Killarney SCA,NNWS,3,E,3,M.urceolatus_Killarney,HTK15J,urcBobKil,M.urceolatus_BobbiwaaKillarney,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus,Helen_Kennedy,NE,J.R. Hosking,110710,4139,H.T. Kennedy,19-Aug-20,silica gel,-31.0916667,150.1411111,Australia,NSW,Wondoba SCA,NNWS,6,A,12,M.urceolatus_Wondoba,JRH4139,urcWond,M.urceolatus_Wondoba,A,AA,AAB,AABB,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,H.T. Kennedy,109483,42,H.T. Kennedy,24-Nov-19,silica gel,-32.749889,152.134639,Australia,NSW,Nelson Bay,NCC,6,F,12,M.urceolatus_Tomaree,HTK42a,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,H.T. Kennedy,109507,52,H.T. Kennedy,10-Oct-19,silica gel,-32.7155833,150.94775,Australia,NSW,Yengo NP,NCC,1,D,12,M.urceolatus_Yengo,HTK52,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,H.T. Kennedy,109507,52,H.T. Kennedy,10-Oct-19,silica gel,-32.7155833,150.94775,Australia,NSW,Yengo NP,NCC,1,E,12,M.urceolatus_Yengo,HTK52a,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,H.T. Kennedy,109507,52,H.T. Kennedy,10-Oct-19,silica gel,-32.7155833,150.94775,Australia,NSW,Yengo NP,NCC,1,F,12,M.urceolatus_Yengo,HTK52b,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,H.T. Kennedy,109507,52,H.T. Kennedy,10-Oct-19,silica gel,-32.7155833,150.94775,Australia,NSW,Yengo NP,NCC,2,A,1,M.urceolatus_Yengo,HTK52c,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,H.T. Kennedy,109507,52,H.T. Kennedy,10-Oct-19,silica gel,-32.7155833,150.94775,Australia,NSW,Yengo NP,NCC,2,B,1,M.urceolatus_Yengo,HTK52e,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,H.T. Kennedy,109507,52,H.T. Kennedy,10-Oct-19,silica gel,-32.7155833,150.94775,Australia,NSW,Yengo NP,NCC,2,C,1,M.urceolatus_Yengo,HTK52f,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,H.T. Kennedy,109507,52,H.T. Kennedy,10-Oct-19,silica gel,-32.7155833,150.94775,Australia,NSW,Yengo NP,NCC,2,D,1,M.urceolatus_Yengo,HTK52g,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,J.J.Bruhl,106280,3537,J.J.Bruhl,10-Oct-17,silica gel,-32.7683,151.1535,Australia,NSW,Pokolbin,NCC,6,B,4,M.urceolatus_Pokolbin,JJB3537a,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus urceolatus,R.Br.,Ericaceae,M. urceolatus s.s.,Helen_Kennedy,NE,J.J.Bruhl,106280,3537,J.J.Bruhl,10-Oct-17,silica gel,-32.7683,151.1535,Australia,NSW,Pokolbin,NCC,6,C,4,M.urceolatus_Pokolbin,JJB3537b,urcPokTomYen,M.urceolatus_PokolbinTomareeYengo,A,AA,AAB,AABA,NA,Melichrus urceolatus
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110911,109,H.T. Kennedy,16-Oct-20,silica gel,-29.8140833,152.8213611,Australia,NSW,Shannon Dale Rd,NNC,5,G,7,M.procumbens_ShannonDaleRd,HTK109,procShanTo,M.procumbens_ShannonDaleRdTomaree,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110911,109,H.T. Kennedy,16-Oct-20,silica gel,-29.8140833,152.8213611,Australia,NSW,Shannon Dale Rd,NNC,5,H,7,M.procumbens_ShannonDaleRd,HTK109a,procShanTo,M.procumbens_ShannonDaleRdTomaree,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110911,109,H.T. Kennedy,16-Oct-20,silica gel,-29.8140833,152.8213611,Australia,NSW,Shannon Dale Rd,NNC,5,A,8,M.procumbens_ShannonDaleRd,HTK109e,procShanTo,M.procumbens_ShannonDaleRdTomaree,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110911,109,H.T. Kennedy,16-Oct-20,silica gel,-29.8140833,152.8213611,Australia,NSW,Shannon Dale Rd,NNC,5,B,8,M.procumbens_ShannonDaleRd,HTK109g,procShanTo,M.procumbens_ShannonDaleRdTomaree,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109428,30,H.T. Kennedy,26-Jul-19,silica gel,-29.5097222,153.3591944,Australia,NSW,"Angourie, Yuraygir NP",NNC,3,A,7,M.procumbens_Angourie,HTK30a,procAng,M.procumbens_Angourie,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109428,30,H.T. Kennedy,26-Jul-19,silica gel,-29.5097222,153.3591944,Australia,NSW,"Angourie, Yuraygir NP",NNC,3,B,7,M.procumbens_Angourie,HTK30b,procAng,M.procumbens_Angourie,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109428,30,H.T. Kennedy,26-Jul-19,silica gel,-29.5097222,153.3591944,Australia,NSW,"Angourie, Yuraygir NP",NNC,3,C,7,M.procumbens_Angourie,HTK30d,procAng,M.procumbens_Angourie,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109428,30,H.T. Kennedy,26-Jul-19,silica gel,-29.5097222,153.3591944,Australia,NSW,"Angourie, Yuraygir NP",NNC,3,D,7,M.procumbens_Angourie,HTK30f,procAng,M.procumbens_Angourie,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109428,30,H.T. Kennedy,26-Jul-19,silica gel,-29.5097222,153.3591944,Australia,NSW,"Angourie, Yuraygir NP",NNC,3,E,7,M.procumbens_Angourie,HTK30g,procAng,M.procumbens_Angourie,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109428,30,H.T. Kennedy,26-Jul-19,silica gel,-29.5097222,153.3591944,Australia,NSW,"Angourie, Yuraygir NP",NNC,3,F,7,M.procumbens_Angourie,HTK30h,procAng,M.procumbens_Angourie,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109428,30,H.T. Kennedy,26-Jul-19,silica gel,-29.5097222,153.3591944,Australia,NSW,"Angourie, Yuraygir NP",NNC,3,G,7,M.procumbens_Angourie,HTK30J,procAng,M.procumbens_Angourie,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109432,34,H.T. Kennedy,16-Aug-19,silica gel,-28.7995278,152.1675833,Australia,NSW,Boonoo boonoo NP,NNT,3,F,9,M.procumbens_BoonooB,HTK34a,procBoon,M.procumbens_BoonooB,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109432,34,H.T. Kennedy,16-Aug-19,silica gel,-28.7995278,152.1675833,Australia,NSW,Boonoo boonoo NP,NNT,3,G,9,M.procumbens_BoonooB,HTK34b,procBoon,M.procumbens_BoonooB,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109432,34,H.T. Kennedy,16-Aug-19,silica gel,-28.7995278,152.1675833,Australia,NSW,Boonoo boonoo NP,NNT,3,H,9,M.procumbens_BoonooB,HTK34c,procBoon,M.procumbens_BoonooB,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109432,34,H.T. Kennedy,16-Aug-19,silica gel,-28.7995278,152.1675833,Australia,NSW,Boonoo boonoo NP,NNT,3,A,10,M.procumbens_BoonooB,HTK34d,procBoon,M.procumbens_BoonooB,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109434,36,H.T. Kennedy,16-Aug-19,silica gel,-28.8239444,152.1783056,Australia,NSW,Boonoo boonoo NP,NNT,3,H,10,M.procumbens_BoonooB,HTK36a,procBoon,M.procumbens_BoonooB,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109435,37,H.T. Kennedy,16-Aug-19,silica gel,-29.0933333,152.2604444,Australia,NSW,Demon NR,NNT,3,A,11,M.procumbens_Demon,HTK37a,procDem,M.procumbens_Demon,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109435,37,H.T. Kennedy,16-Aug-19,silica gel,-29.0933333,152.2604444,Australia,NSW,Demon NR,NNT,3,B,11,M.procumbens_Demon,HTK37b,procDem,M.procumbens_Demon,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109435,37,H.T. Kennedy,16-Aug-19,silica gel,-29.0933333,152.2604444,Australia,NSW,Demon NR,NNT,,,,M.procumbens_Demon,HTK37d,procDem,M.procumbens_Demon,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109435,37,H.T. Kennedy,16-Aug-19,silica gel,-29.0933333,152.2604444,Australia,NSW,Demon NR,NNT,3,C,11,M.procumbens_Demon,HTK37h,procDem,M.procumbens_Demon,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109435,37,H.T. Kennedy,16-Aug-19,silica gel,-29.0933333,152.2604444,Australia,NSW,Demon NR,NNT,3,D,11,M.procumbens_Demon,HTK37j,procDem,M.procumbens_Demon,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109362,39,H.T. Kennedy,17-Aug-19,silica gel,-29.4887222,152.3220278,Australia,NSW,Gibraltar NP,NNT,3,E,11,M.procumbens_Gibraltar,HTK39b,procGib,M.procumbens_Gibraltar,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109362,39,H.T. Kennedy,17-Aug-19,silica gel,-29.4887222,152.3220278,Australia,NSW,Gibraltar NP,NNT,,,,M.procumbens_Gibraltar,HTK39d,procGib,M.procumbens_Gibraltar,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109362,39,H.T. Kennedy,17-Aug-19,silica gel,-29.4887222,152.3220278,Australia,NSW,Gibraltar NP,NNT,3,F,11,M.procumbens_Gibraltar,HTK39e,procGib,M.procumbens_Gibraltar,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109362,39,H.T. Kennedy,17-Aug-19,silica gel,-29.4887222,152.3220278,Australia,NSW,Gibraltar NP,NNT,3,G,11,M.procumbens_Gibraltar,HTK39g,procGib,M.procumbens_Gibraltar,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109362,39,H.T. Kennedy,17-Aug-19,silica gel,-29.4887222,152.3220278,Australia,NSW,Gibraltar NP,NNT,3,H,11,M.procumbens_Gibraltar,HTK39j,procGib,M.procumbens_Gibraltar,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,109484,43,H.T. Kennedy,24-Nov-19,silica gel,-32.7495278,152.1329167,Australia,NSW,Tomaree NP,NNC,3,A,12,M.procumbens_ShannonDaleRd,HTK43a,procShanTo,M.procumbens_ShannonDaleRdTomaree,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110783,77,H.T. Kennedy,26-Jul-20,silica gel,-27.54075,153.0472222,Australia,Qld,Toohey forest,QMO,4,B,11,M.procumbens_TooheyForest,HTK77,procTooh,M.procumbens_TooheyForest,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110783,77,H.T. Kennedy,26-Jul-20,silica gel,-27.54075,153.0472222,Australia,Qld,Toohey forest,QMO,4,C,11,M.procumbens_TooheyForest,HTK77a,procTooh,M.procumbens_TooheyForest,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110783,77,H.T. Kennedy,26-Jul-20,silica gel,-27.54075,153.0472222,Australia,Qld,Toohey forest,QMO,4,D,11,M.procumbens_TooheyForest,HTK77b,procTooh,M.procumbens_TooheyForest,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110783,77,H.T. Kennedy,26-Jul-20,silica gel,-27.54075,153.0472222,Australia,Qld,Toohey forest,QMO,4,E,11,M.procumbens_TooheyForest,HTK77c,procTooh,M.procumbens_TooheyForest,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110783,77,H.T. Kennedy,26-Jul-20,silica gel,-27.54075,153.0472222,Australia,Qld,Toohey forest,QMO,4,F,11,M.procumbens_TooheyForest,HTK77d,procTooh,M.procumbens_TooheyForest,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110783,77,H.T. Kennedy,26-Jul-20,silica gel,-27.54075,153.0472222,Australia,Qld,Toohey forest,QMO,4,G,11,M.procumbens_TooheyForest,HTK77e,procTooh,M.procumbens_TooheyForest,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens,Helen_Kennedy,NE,H.T. Kennedy,110783,77,H.T. Kennedy,26-Jul-20,silica gel,-27.54075,153.0472222,Australia,Qld,Toohey forest,QMO,4,H,11,M.procumbens_TooheyForest,HTK77f,procTooh,M.procumbens_TooheyForest,A,AB,NA,NA,NA,Melichrus procumbens
Melichrus procumbens,(Cav.) Druce,Ericaceae,M. procumbens s.s.,Helen_Kennedy,NE,H.T. Kennedy,109485,44,H.T. Kennedy,25-Nov-19,silica gel,-33.9572778,150.9700556,Australia,NSW,"Coach Drive,",NCC,3,B,12,M.procumbens_CoachDr,HTK44a,procWerCoac,M.procumbens_WerakataCoach,A,AB,NA,NA,NA,Melichrus procumbens
